ticket_id,user_id,movie_id,seat_id,status,showtime_id
229071098,johnvu_2064,M016,D3,Active,ST0473
675298237,johnmai_1150,M060,C4,Active,ST1366
418000312,amai_1675,M057,B3,Active,ST1287
643781904,john86_1288,M058,H3,Active,ST1307
630072289,vujohn_6243,M036,A8,Active,ST0818
746627142,phamjohn_0005,M028,D1,Active,ST0680
306846193,duongjohn_2718,M005,D1,Active,ST0103
172385102,hoangjane_1912,M011,H7,Active,ST0329
325528948,john76_0206,M003,C6,Active,ST0069
891012153,phamjane_3071,M046,F4,Active,ST0939
684578063,jane25_0108,M045,G5,Active,ST0924
756892506,john36_0080,M012,C5,Active,ST0356
900982273,dangjohn_5837,M008,H1,Active,ST0232
806414347,john30_7566,M027,B1,Active,ST0659
579327300,john51_0955,M037,E7,Active,ST0841
770124577,john79_2107,M038,F1,Active,ST0849
605971277,dangjane_1513,M031,D2,Active,ST0725
507886378,janele_2184,M053,E5,Active,ST1181
447765833,john22_4329,M049,G3,Active,ST1047
102626888,janepham_0195,M012,C8,Active,ST0360
361764516,janemai_1145,M051,G1,Cancelled,ST1104
457121609,lejohn_0280,M039,D5,Active,ST0859
593393147,gpham_1980,M054,G1,Active,ST1186
389520465,jane33_0045,M009,F8,Active,ST0279
629717070,nguyenjane_1764,M052,J2,Active,ST1137
572839922,janepham_6955,M035,H8,Active,ST0794
716148348,dangjane_7350,M015,E7,Active,ST0421
665965742,ivu_0050,M018,A8,Active,ST0534
957413344,vle_1182,M018,D2,Active,ST0531
944503160,janehoang_7208,M001,A4,Active,ST0013
220233421,johnnguyen_1807,M020,C2,Active,ST0585
757060968,bduong_0042,M006,A8,Cancelled,ST0126
613867491,janehoang_2423,M018,H8,Active,ST0517
996609680,janemai_1508,M056,D2,Active,ST1260
535628573,jane03_0899,M042,A9,Active,ST0897
293646129,janele_2596,M007,C6,Active,ST0187
560972874,john55_1601,M056,C4,Active,ST1257
180673728,janetran_2368,M046,E3,Active,ST0955
201950339,jane32_2063,M018,J4,Active,ST0520
120672462,phamjohn_0967,M046,H8,Active,ST0954
646303726,jane35_7955,M006,A4,Active,ST0148
951843564,johnnguyen_1519,M041,H2,Active,ST0877
827549590,maijohn_4899,M052,E3,Active,ST1142
790706145,john77_4113,M009,B7,Active,ST0263
902801009,johnduong_0232,M006,H4,Active,ST0139
962146415,john37_0868,M047,E9,Active,ST0990
630612463,bduong_0695,M053,F8,Active,ST1155
924096928,jane96_0276,M014,E5,Active,ST0402
668488491,dduong_1993,M057,D2,Active,ST1277
724913631,vujane_0327,M011,E8,Active,ST0340
163278045,janenguyen_0296,M014,B9,Active,ST0400
127845334,tvu_3996,M013,B8,Active,ST0375
577279816,vujane_0327,M016,G5,Active,ST0453
356434595,nguyenjohn_4055,M028,H9,Active,ST0672
504995988,lle_1613,M047,G9,Active,ST0987
306219691,cbui_0398,M056,H7,Active,ST1261
509615616,omai_1176,M007,H1,Active,ST0194
619872485,wmai_6886,M046,F1,Active,ST0981
527240858,jane02_0079,M048,A1,Active,ST1030
895711601,janemai_1649,M032,F4,Active,ST0743
927102925,john04_0617,M007,H2,Active,ST0183
543334854,janedang_6567,M048,H8,Active,ST1032
408107440,rpham_0259,M032,H2,Active,ST0744
198483065,jane39_3785,M028,H9,Active,ST0666
212176117,john56_4244,M059,H2,Active,ST1345
414113924,janevu_5675,M040,C2,Active,ST0865
521867728,tranjohn_1029,M031,B8,Active,ST0732
935026594,john39_6212,M053,B2,Active,ST1159
368854426,john96_1881,M058,F8,Active,ST1314
927702478,phamjane_3755,M025,F5,Active,ST0626
509312408,janehoang_1319,M011,D8,Active,ST0336
439228941,hoangjane_6609,M038,E3,Active,ST0845
503962654,johnnguyen_0053,M013,J5,Active,ST0377
734397682,jane62_0828,M019,D6,Active,ST0565
902459783,john02_2362,M046,H7,Active,ST0937
318629582,maijane_5345,M007,H1,Active,ST0199
885776195,johndang_2338,M025,B1,Active,ST0637
399025512,johnmai_5573,M055,J5,Active,ST1249
940247261,john77_0383,M006,A8,Active,ST0125
859706361,jane40_0579,M007,D8,Active,ST0163
787591332,john14_1020,M033,A8,Active,ST0760
490898206,cle_3465,M016,C8,Active,ST0472
145965637,johnhoang_1817,M004,B2,Active,ST0078
240251667,johnhoang_3456,M012,F1,Cancelled,ST0361
725883076,john84_0007,M054,G7,Active,ST1219
857790077,janedang_0990,M042,D4,Active,ST0895
250459646,vujane_0034,M007,A9,Active,ST0179
155250302,rduong_1094,M015,C7,Active,ST0425
889206298,johnvu_0149,M019,D4,Active,ST0563
100642748,janenguyen_0031,M048,D5,Active,ST1032
892281889,hoangjohn_6219,M006,B6,Active,ST0127
646067709,janedang_3356,M019,C1,Active,ST0570
379096597,john48_7253,M046,C5,Active,ST0932
625542109,john82_1891,M024,G8,Active,ST0621
137374587,zmai_0062,M055,J5,Cancelled,ST1227
600507549,rvu_3672,M035,H1,Active,ST0800
240968422,janehoang_2191,M034,B7,Active,ST0770
730014150,janemai_2729,M007,G2,Active,ST0176
208677581,tranjane_5287,M003,C8,Active,ST0062
550519983,lejohn_7545,M053,E3,Active,ST1177
892670358,janepham_0195,M006,H4,Active,ST0155
533500657,dangjohn_6291,M016,H8,Active,ST0445
306720492,john40_0168,M054,H9,Active,ST1220
904732940,dbui_2835,M052,J4,Active,ST1138
344305123,hoangjohn_5736,M046,E1,Active,ST0983
809417929,duongjane_2033,M043,B1,Active,ST0900
544720376,uhoang_0061,M056,A3,Active,ST1266
441921196,johnpham_0265,M046,A2,Active,ST0970
760782110,john56_0025,M030,F1,Active,ST0705
750292806,johnbui_2668,M050,E7,Active,ST1061
740712036,john44_3033,M006,D7,Active,ST0141
843330141,svu_0594,M012,B3,Active,ST0357
195754562,janedang_0475,M021,B5,Active,ST0596
453567556,johnle_0354,M029,H6,Active,ST0689
269054336,jane96_2083,M049,J2,Active,ST1042
468519580,johnduong_0072,M047,E5,Active,ST1004
239997245,gvu_0836,M051,A9,Active,ST1070
707142616,jane42_0065,M044,A2,Active,ST0914
152923660,john04_0246,M001,F5,Active,ST0022
988036777,john29_7689,M047,A3,Active,ST1015
664961441,jane36_2218,M052,E7,Active,ST1139
964033596,johnnguyen_0215,M007,B9,Active,ST0179
173914109,jnguyen_6231,M003,D6,Active,ST0067
190953041,lejane_0086,M051,G9,Active,ST1080
374993390,uvu_3555,M029,C4,Active,ST0690
811161147,lejohn_2667,M039,A5,Active,ST0853
102128268,john72_1363,M054,H2,Active,ST1204
202475111,jane52_3694,M026,J5,Active,ST0646
838526291,johnle_1272,M047,G9,Active,ST0992
675076326,maijohn_4357,M017,G1,Active,ST0482
345991650,janehoang_0504,M017,D3,Active,ST0480
784193502,buijane_0340,M059,D1,Active,ST1336
494428973,yvu_0299,M059,D9,Active,ST1344
653484934,janehoang_0223,M050,H7,Active,ST1061
298833912,johndang_2873,M013,E4,Active,ST0386
229680926,johntran_5956,M033,A6,Active,ST0763
635711318,phamjane_0564,M040,G2,Active,ST0869
178529580,janemai_6568,M016,C3,Active,ST0460
910314437,eduong_7658,M002,G1,Active,ST0044
175721534,john76_0206,M008,E2,Active,ST0231
523290339,janele_3963,M057,J6,Active,ST1305
333428565,mle_1533,M011,E3,Active,ST0338
998056897,tranjohn_0122,M017,A5,Active,ST0493
924761221,lejane_1317,M011,J6,Active,ST0326
594795567,wmai_1072,M012,B3,Active,ST0367
483112996,johnnguyen_0076,M008,B6,Active,ST0218
441085939,dangjane_0169,M017,D4,Active,ST0484
362992435,udang_7581,M011,H2,Active,ST0328
994569816,lhoang_1282,M059,D3,Active,ST1346
701757387,janedang_5889,M057,E7,Active,ST1302
257031595,johnnguyen_7257,M047,C2,Active,ST0996
802371771,janebui_6297,M001,D4,Active,ST0035
536275451,johnnguyen_1847,M028,F8,Active,ST0668
628032129,john75_0353,M051,F2,Active,ST1085
489417187,john32_0154,M028,G1,Active,ST0670
608474414,johnle_0317,M011,E2,Active,ST0331
133709498,jane96_1269,M017,B9,Active,ST0503
485980789,janemai_0837,M017,G7,Active,ST0503
333093380,buijohn_3479,M012,G6,Active,ST0361
692671228,bnguyen_6824,M051,H8,Active,ST1097
407548810,john03_1181,M026,E6,Active,ST0650
639321959,johntran_1842,M013,D4,Active,ST0386
755906530,john45_1131,M010,J6,Active,ST0299
102378588,lejane_7196,M009,F6,Active,ST0279
762670524,janele_2178,M007,G4,Active,ST0166
757888634,john04_0457,M057,B5,Active,ST1277
700429253,ivu_0271,M009,H6,Active,ST0256
247644664,rtran_2242,M005,E4,Active,ST0089
882964545,phamjane_1646,M018,D5,Active,ST0528
700652574,johnnguyen_2588,M036,G2,Cancelled,ST0817
181772728,janemai_3745,M052,A7,Active,ST1127
390455718,john54_0113,M031,J2,Active,ST0724
176650458,johnnguyen_2275,M005,D7,Active,ST0088
693018202,jane00_2140,M053,F5,Active,ST1182
761487816,john62_1283,M013,B3,Active,ST0385
181003117,janepham_3250,M032,E9,Cancelled,ST0742
764454362,janemai_2260,M017,B4,Active,ST0490
798377465,jane70_0585,M047,J9,Active,ST0992
313948493,maijane_5417,M028,E6,Active,ST0673
541090442,jane10_0019,M014,B9,Active,ST0407
246579686,jane98_1856,M016,G2,Active,ST0459
406697266,hoangjohn_7262,M060,D9,Active,ST1360
235481650,lejohn_1683,M051,E8,Active,ST1096
164361886,john70_1901,M047,G6,Active,ST0986
460722109,jane42_0101,M017,J9,Active,ST0477
304965756,john21_1585,M018,A1,Active,ST0544
268359054,vle_6541,M016,G2,Active,ST0464
331116636,maijane_0125,M046,G2,Active,ST0985
773614859,tduong_6825,M053,E1,Active,ST1156
981770516,xbui_2525,M036,A8,Active,ST0825
131420083,john81_0136,M015,H4,Active,ST0422
354756278,janetran_0347,M010,H7,Active,ST0300
236402302,jane57_0323,M008,F5,Active,ST0228
274904292,johnle_6850,M036,G9,Active,ST0809
850573541,vujane_5902,M034,B1,Active,ST0770
663810609,sle_7764,M040,D8,Active,ST0867
476952073,jane38_1716,M014,A8,Active,ST0405
332940851,lejane_0095,M058,J2,Active,ST1316
418366946,zpham_0290,M015,F3,Cancelled,ST0420
970357758,jane09_7966,M054,F3,Active,ST1207
387213854,john05_0103,M005,D6,Active,ST0110
727630942,dangjane_0217,M001,C7,Active,ST0017
677938485,janetran_7830,M017,D4,Active,ST0508
307992036,janetran_6998,M031,D2,Active,ST0715
488321231,johnbui_7096,M046,D2,Active,ST0938
609708301,john94_1128,M008,C9,Active,ST0244
286015473,janemai_6489,M041,A8,Active,ST0879
206902863,jane32_7495,M044,J7,Active,ST0915
762247817,john34_5055,M018,H4,Active,ST0538
609360128,janehoang_0126,M057,D3,Active,ST1280
336016682,johnle_2193,M019,F6,Active,ST0559
448838645,tranjohn_3216,M037,C9,Active,ST0838
932775439,lejohn_3920,M052,G8,Active,ST1131
991594877,janehoang_0223,M013,E1,Active,ST0383
294137639,jane32_2063,M042,B2,Active,ST0885
704460366,mtran_0119,M036,J4,Active,ST0813
505425347,janehoang_0150,M038,E1,Active,ST0849
719107465,tranjohn_0343,M036,E9,Active,ST0824
317570010,jane54_0083,M047,C9,Active,ST0986
757604769,sle_2020,M006,B2,Active,ST0157
275880973,hoangjane_7835,M058,G2,Cancelled,ST1308
580369852,jane42_0065,M016,E4,Active,ST0444
181402292,janebui_0142,M047,A3,Active,ST0988
191425409,dmai_1734,M039,A6,Active,ST0854
429142327,john25_1438,M057,H6,Active,ST1304
819384709,janebui_5520,M016,H3,Active,ST0453
780394205,anguyen_6093,M016,B3,Active,ST0460
686934013,tranjohn_0464,M009,E4,Active,ST0290
524976896,maijane_0270,M016,J8,Active,ST0450
819299175,johnvu_1709,M057,G7,Active,ST1303
843812279,dangjohn_2241,M014,C1,Cancelled,ST0412
241517288,jane16_2198,M016,C4,Active,ST0442
417879876,johndang_1482,M006,A6,Active,ST0141
667319689,nguyenjane_0575,M017,F5,Active,ST0498
122282030,vujane_4392,M044,B2,Active,ST0921
742568389,jane36_0511,M018,G6,Active,ST0524
689807041,phamjohn_2072,M036,D1,Active,ST0819
599523299,dangjane_1266,M015,J2,Active,ST0433
797512803,janebui_3935,M046,J8,Active,ST0938
475555408,janemai_2260,M053,J8,Active,ST1154
491981236,johnhoang_0267,M043,C6,Active,ST0902
762569927,ybui_0571,M007,B2,Active,ST0165
810041914,janetran_7051,M051,H1,Active,ST1074
285607997,jane82_2594,M037,H2,Cancelled,ST0839
843498328,uhoang_0061,M054,H1,Active,ST1188
143444837,rvu_1561,M051,A3,Active,ST1078
487917063,jane14_3673,M020,C5,Active,ST0575
732819038,jhoang_0346,M001,G9,Active,ST0020
360692469,johnduong_6403,M039,D1,Active,ST0854
817856542,vujohn_1676,M016,A5,Active,ST0463
184242837,janetran_0165,M051,J2,Active,ST1093
187990914,jane07_3961,M027,D8,Active,ST0654
312025619,john68_7489,M054,E8,Active,ST1210
224667910,buijane_2903,M036,A2,Active,ST0830
906762382,gle_6901,M014,G7,Active,ST0393
707730359,lpham_3976,M012,G6,Active,ST0358
196449697,hoangjane_0074,M016,J4,Active,ST0441
952312009,jane61_4692,M009,B3,Active,ST0291
468077320,john22_3711,M049,A5,Active,ST1051
850213935,anguyen_2139,M052,J3,Active,ST1128
717563942,janetran_0584,M022,H9,Active,ST0611
298956540,johnnguyen_1059,M042,D4,Active,ST0889
173312862,janevu_2337,M044,H9,Active,ST0910
367536971,janebui_4489,M047,E1,Active,ST1013
929208118,vvu_7221,M055,E7,Active,ST1231
734917206,john10_2534,M052,A5,Active,ST1133
251614785,johndang_0387,M014,B2,Active,ST0393
255307578,john14_7391,M038,B3,Active,ST0844
685139167,itran_1851,M054,C9,Active,ST1193
469230646,qle_6008,M008,F6,Active,ST0251
175908075,jane98_2157,M047,F6,Active,ST1020
840184871,tranjane_3540,M013,G2,Active,ST0377
414362597,xmai_3778,M045,J8,Active,ST0929
300083555,buijohn_0156,M053,E3,Active,ST1158
994626521,cvu_2348,M058,A8,Active,ST1321
595047237,nguyenjane_0036,M036,B9,Active,ST0826
398361346,tranjane_3633,M054,C2,Active,ST1188
808972528,duongjane_1092,M038,F7,Active,ST0848
691032233,johnduong_0839,M051,C6,Active,ST1085
934293513,john84_0315,M059,F1,Active,ST1339
811800248,johnvu_2557,M005,C8,Active,ST0111
249520849,tbui_0287,M016,J8,Active,ST0448
128438626,ehoang_1356,M016,C1,Active,ST0469
144738944,johnnguyen_0053,M018,J7,Active,ST0527
415313433,jane18_3955,M001,A6,Active,ST0003
158542957,john02_0145,M043,E8,Active,ST0900
619382006,john17_0067,M016,C7,Active,ST0456
881905150,hdang_7572,M031,H6,Active,ST0721
629510244,janepham_1445,M007,F1,Active,ST0174
762382864,jvu_0853,M054,J4,Active,ST1205
108678723,johnhoang_0267,M029,G2,Active,ST0687
927138161,dangjane_0073,M047,H4,Active,ST1001
573055508,johnduong_0006,M018,D6,Active,ST0519
313979903,jane45_0437,M059,G3,Active,ST1335
557034349,fle_4060,M031,E7,Active,ST0718
505057101,johnmai_6888,M007,C6,Active,ST0188
167341704,jane88_5113,M054,A3,Active,ST1188
940389187,john11_6739,M011,F3,Active,ST0338
252894914,buijane_0663,M009,H1,Active,ST0271
349423474,janenguyen_4351,M007,D2,Active,ST0175
677961857,buijane_1207,M059,H5,Active,ST1341
133615698,jane74_2144,M005,A3,Active,ST0088
567022128,kmai_1507,M046,A7,Active,ST0941
595234490,johntran_0263,M059,F1,Active,ST1345
278975858,buijohn_2565,M016,B3,Active,ST0473
892027874,jane79_0243,M005,A7,Active,ST0099
651784021,johnpham_0158,M050,D4,Active,ST1065
431799684,dangjohn_1121,M026,H6,Active,ST0646
226313816,jane99_0306,M005,A1,Active,ST0095
510278187,ntran_7507,M052,E7,Active,ST1126
365642465,gle_4881,M011,C9,Active,ST0333
107842507,xduong_1740,M028,H3,Cancelled,ST0663
779152655,janehoang_0602,M058,B8,Active,ST1317
956775059,john63_2829,M051,D4,Active,ST1081
728671742,lejohn_1332,M051,J2,Active,ST1072
824474703,janehoang_2413,M005,J1,Active,ST0087
518599111,johnbui_5370,M060,A5,Active,ST1376
503538351,bdang_0382,M016,C2,Cancelled,ST0448
744266345,jane09_0070,M051,H1,Active,ST1073
550863170,phamjane_0749,M017,D9,Cancelled,ST0512
567878448,jane52_4032,M026,C8,Active,ST0649
220334200,duongjohn_0257,M046,C3,Active,ST0933
294063715,johnbui_0291,M031,H2,Active,ST0723
200722121,jane62_1483,M011,F6,Cancelled,ST0344
879974961,hoangjohn_2312,M020,D5,Active,ST0575
254542368,jane95_4701,M036,D8,Active,ST0816
155779449,john98_2065,M018,C6,Active,ST0536
214486298,jane98_1856,M047,H7,Active,ST1008
443477341,johndang_3913,M027,F2,Active,ST0654
598176623,dhoang_2159,M004,G8,Active,ST0077
296065561,ile_1948,M004,J1,Active,ST0084
526978174,xtran_4593,M019,J1,Active,ST0556
309865145,johnnguyen_1458,M047,H3,Active,ST1001
643719553,janepham_1236,M014,A5,Active,ST0392
185943240,jane08_0915,M006,J6,Active,ST0138
354142507,vmai_0691,M001,D8,Active,ST0030
494989469,janebui_0268,M046,H3,Active,ST0957
783433963,maijane_0002,M031,J2,Active,ST0721
300980400,john47_4670,M054,A1,Active,ST1198
349423804,nvu_0332,M016,F4,Active,ST0467
510865573,xnguyen_6670,M016,E8,Active,ST0459
756559977,jane42_0065,M024,E7,Active,ST0624
500527318,jane72_3714,M052,B5,Active,ST1150
630370692,tranjane_5117,M019,E4,Active,ST0558
403107876,jane55_2399,M041,B1,Active,ST0879
458205087,npham_1058,M003,A9,Active,ST0073
279462207,nguyenjane_2243,M012,J2,Active,ST0355
164587422,johntran_1343,M037,A9,Active,ST0836
649976136,janevu_3355,M052,G4,Active,ST1121
498509605,utran_1302,M018,E8,Active,ST0519
394690207,utran_3522,M012,C7,Active,ST0355
514452605,hoangjohn_3251,M031,C5,Active,ST0727
627880107,johnvu_0608,M023,F3,Active,ST0613
603543233,johndang_2005,M054,A6,Active,ST1201
952894305,jane38_0766,M037,E7,Active,ST0834
405096340,john22_1681,M014,D9,Active,ST0413
806735377,snguyen_0312,M017,A6,Active,ST0503
679484094,john73_1254,M052,C8,Cancelled,ST1136
445786621,phamjohn_1485,M042,C9,Active,ST0886
161465219,johndang_5697,M010,F3,Active,ST0319
163280835,bhoang_0190,M026,A2,Active,ST0649
418243765,dangjane_1930,M051,G7,Active,ST1092
441857783,khoang_1436,M046,C7,Active,ST0944
686097650,maijohn_6617,M019,C4,Active,ST0568
655094911,maijane_2411,M008,A7,Active,ST0211
467370413,johnbui_0395,M056,J6,Active,ST1270
607732243,jane84_5861,M041,G2,Active,ST0872
578492577,vhoang_0706,M006,C8,Active,ST0149
400013298,whoang_0649,M006,A1,Active,ST0145
649803762,john28_2317,M006,E3,Active,ST0122
610219442,jane62_0941,M027,E3,Active,ST0655
424768145,john59_4436,M002,J6,Active,ST0043
600814821,maijane_2773,M020,B3,Active,ST0572
909158541,nguyenjohn_7205,M001,C4,Active,ST0009
612110606,janetran_0735,M060,A9,Active,ST1363
259231267,janebui_1895,M007,E2,Active,ST0173
725683165,janele_0392,M002,D8,Active,ST0053
566564713,duongjohn_2287,M016,B9,Active,ST0441
181341468,sle_4169,M006,H1,Active,ST0151
809061514,jle_0118,M009,F7,Active,ST0275
646845305,jane48_5883,M012,H6,Active,ST0365
285694739,maijane_2388,M018,F3,Active,ST0524
866561444,john00_4015,M030,H6,Active,ST0704
117494781,itran_2970,M056,F8,Active,ST1267
618035502,phamjohn_2278,M050,C5,Active,ST1062
755486224,janepham_0863,M008,A2,Active,ST0234
479374154,tranjane_0245,M029,H5,Active,ST0684
717579995,dangjane_0588,M055,E7,Active,ST1238
899336068,dtran_0370,M054,J7,Active,ST1216
528351744,johnle_1155,M006,G5,Active,ST0128
990881412,tranjane_1571,M031,C1,Active,ST0730
136484809,john31_0607,M058,C1,Active,ST1309
221558074,johntran_2186,M001,E8,Active,ST0035
461808289,buijohn_2073,M002,C3,Active,ST0039
562447238,fle_6472,M052,F8,Active,ST1131
756270707,omai_2170,M051,H9,Active,ST1097
460650294,lnguyen_5606,M008,D6,Active,ST0241
331662868,vujane_2606,M050,G4,Active,ST1064
982971580,janetran_0087,M051,A6,Active,ST1078
427659660,jane86_0022,M028,F9,Active,ST0667
898498660,fvu_0213,M012,H8,Active,ST0366
350434205,janevu_1113,M060,B4,Active,ST1365
630339435,johnbui_1267,M013,G9,Active,ST0384
227565810,vujane_1100,M011,H6,Active,ST0342
636222887,janenguyen_0109,M042,H4,Active,ST0898
574147474,rle_2012,M010,A4,Active,ST0306
419058335,jane59_0209,M018,G5,Active,ST0537
140178463,janeduong_1478,M046,B6,Active,ST0976
378325037,tranjohn_1029,M005,J1,Active,ST0108
181332434,ddang_2686,M007,G7,Cancelled,ST0198
589874144,john31_0542,M011,D7,Active,ST0347
872985515,dangjane_1085,M030,D1,Active,ST0713
910905102,rhoang_0603,M027,F4,Active,ST0657
573236293,janemai_2306,M034,B5,Active,ST0781
166657657,hoangjane_7045,M056,H8,Cancelled,ST1266
348880305,utran_0670,M021,J4,Active,ST0588
508814072,janeduong_2665,M049,D3,Active,ST1036
976118193,cnguyen_0418,M020,H8,Active,ST0579
363428443,jane10_0019,M006,C2,Active,ST0149
452911461,hoangjane_0249,M007,G7,Active,ST0167
595129398,cpham_0851,M017,D9,Active,ST0497
657451858,johnpham_1553,M017,G2,Active,ST0497
727788685,janepham_7698,M012,J4,Active,ST0366
994746456,dvu_0341,M008,C2,Active,ST0240
922087548,john45_4955,M020,D7,Active,ST0583
805441679,jane80_0358,M056,D4,Active,ST1264
296558818,wnguyen_2075,M060,E5,Active,ST1360
490633288,jane80_0358,M018,G1,Active,ST0540
172425238,emai_3793,M030,G5,Active,ST0713
577438045,johnhoang_6000,M016,H7,Active,ST0452
517715778,fmai_6104,M009,F5,Active,ST0256
330087264,vujohn_0689,M048,D9,Active,ST1021
350409119,johnmai_4085,M056,E4,Active,ST1257
719117491,rhoang_6051,M016,E5,Active,ST0462
688016975,jane01_4934,M032,G7,Active,ST0745
232835622,vmai_0396,M034,A4,Active,ST0779
594338240,jane52_4270,M029,F4,Cancelled,ST0685
363474831,janevu_0288,M046,A9,Active,ST0969
772606131,buijohn_0003,M043,G2,Active,ST0900
309666585,jane37_2950,M008,H9,Active,ST0221
454248446,jane77_1088,M042,E1,Active,ST0894
635449684,johndang_2200,M016,E9,Active,ST0451
206139729,tdang_1115,M001,F2,Active,ST0035
911182835,john93_5188,M009,G9,Active,ST0273
209252046,duongjane_6071,M018,B5,Active,ST0545
936746776,nguyenjane_0037,M017,H8,Active,ST0511
921965600,lejohn_0397,M033,J1,Active,ST0765
696170238,lle_0956,M036,H1,Active,ST0821
774334402,jane15_2093,M018,A9,Active,ST0535
512474222,jane31_5943,M020,B7,Active,ST0573
428559671,johnduong_0098,M010,F4,Active,ST0309
842086874,johnpham_0496,M051,B5,Active,ST1078
852356148,johnvu_1160,M054,D5,Active,ST1187
612252577,buijane_3741,M036,C8,Active,ST0830
738001574,nvu_0332,M005,D9,Active,ST0108
608669112,hbui_0258,M059,C9,Cancelled,ST1325
788900469,jane48_4220,M018,G2,Active,ST0538
115881936,phoang_1447,M031,F3,Active,ST0728
387863591,jane47_6844,M012,B4,Active,ST0372
513338233,janemai_2034,M014,H8,Active,ST0390
239189806,buijane_0222,M015,C6,Active,ST0419
569500600,buijane_0238,M013,F7,Active,ST0374
697538513,janepham_0880,M004,C3,Active,ST0079
842958870,dangjohn_0647,M035,E8,Active,ST0787
525448301,knguyen_0208,M007,B6,Cancelled,ST0161
637070708,tranjane_5721,M015,G1,Active,ST0427
732181283,janepham_2235,M017,B6,Active,ST0501
222065889,jane97_3821,M012,F2,Active,ST0359
447957508,johnhoang_1118,M006,J9,Cancelled,ST0127
502118160,nguyenjane_1320,M041,H8,Active,ST0878
176368613,johnduong_4171,M055,A4,Active,ST1223
847808539,johnle_1188,M046,E7,Active,ST0962
967488844,johnduong_0072,M038,D9,Active,ST0852
451353577,johnhoang_5477,M002,A4,Active,ST0056
315040350,john51_0817,M052,H9,Active,ST1149
216290940,john45_3557,M003,H9,Active,ST0075
505100822,john21_0177,M051,E7,Active,ST1096
407454911,vujohn_1914,M005,C8,Active,ST0089
872630498,jane22_0633,M012,B5,Active,ST0365
562937265,lejohn_5377,M060,D3,Cancelled,ST1366
256650920,john89_3310,M012,J1,Active,ST0349
748378177,johnduong_1830,M011,F3,Active,ST0333
233051686,jane81_0273,M047,G4,Active,ST1018
187173382,phamjane_0573,M028,B7,Active,ST0673
792915909,john12_0181,M031,A5,Active,ST0724
936774063,johnhoang_5769,M052,J9,Active,ST1118
750177021,johnmai_0333,M016,G7,Active,ST0452
383882931,kmai_1811,M055,G1,Active,ST1245
896101154,janetran_1682,M017,D8,Active,ST0507
673007004,upham_2344,M046,J3,Active,ST0938
128524215,vujohn_7272,M018,B2,Active,ST0538
538726676,nbui_0973,M019,G3,Active,ST0547
158775549,janehoang_2119,M002,H5,Active,ST0060
940079570,avu_6494,M007,G1,Active,ST0194
498074322,john03_2050,M059,G1,Active,ST1331
870364747,wdang_2273,M018,F3,Active,ST0534
325902996,xbui_1168,M016,G8,Active,ST0445
469223384,xpham_3530,M055,H5,Active,ST1225
538396015,phamjohn_1967,M027,A4,Active,ST0662
296233002,duongjane_0289,M019,E8,Cancelled,ST0558
841308818,jane94_3059,M011,E5,Active,ST0331
